victim_id,numeric_id,value_numeric
9869,1,2011-05-30
9869,2,78702
9869,3,30.2675059
9869,4,-97.7335239
9870,1,2011-05-30
9870,2,24012
9870,3,37.282799
9870,4,-79.933761
9871,1,2011-05-30
9871,2,33139
9871,3,25.7939179
9871,4,-80.1294984
9872,1,2011-05-31
9872,2,93101
9872,3,34.412008
9872,4,-119.69115
9873,1,2011-05-31
9873,2,74114
9873,3,36.1333624
9873,4,-95.9225624
9874,1,2011-05-31
9874,2,60628
9874,3,41.6689794
9874,4,-87.636542
9875,1,2011-05-31
9875,2,73112
9875,3,35.5299379
9875,4,-97.583418
9876,1,2011-05-31
9876,2,78102
9876,3,28.4289283
9876,4,-97.7441753
9877,1,2011-06-01
9877,2,76067
9877,3,32.7975862
9877,4,-98.0915153
9878,1,2011-06-01
9878,2,93308
9878,3,35.4222251
9878,4,-119.0212818
9879,1,2011-06-01
9879,2,74114
9879,3,36.132924
9879,4,-95.9235065
9880,1,2011-06-01
9880,2,65340
9880,3,38.981954
9880,4,-93.1994819
9881,1,2011-06-01
9881,2,39745
9881,3,33.3026716
9881,4,-89.3912805
9882,1,2011-06-02
9882,2,87506
9882,3,35.9027976
9882,4,-106.0882448
9883,1,2011-06-02
9883,2,71275
9883,3,32.5414895
9883,4,-92.8456161
9884,1,2011-06-02
9884,2,85716
9884,3,32.2490189
9884,4,-110.911198
9885,1,2011-06-02
9885,2,92376
9885,3,34.1008995
9885,4,-117.3728144
9886,1,2011-06-02
9886,2,89406
9886,3,39.4730267
9886,4,-118.7815401
9887,1,2011-06-03
9887,2,95632
9887,3,38.2546195
9887,4,-121.2922542
9888,1,2011-06-04
9888,2,75254
9888,3,32.9426203
9888,4,-96.7893084
9889,1,2011-06-04
9889,2,87110
9889,3,35.0874527
9889,4,-106.5822878
9890,1,2011-06-05
9890,2,NULL
9890,3,36.7468422
9890,4,-119.7725868
9891,1,2011-06-05
9891,2,33309
9891,3,26.181183
9891,4,-80.183781
9892,1,2011-06-05
9892,2,99352
9892,3,46.2640387
9892,4,-119.2895167
9893,1,2011-06-06
9893,2,38117
9893,3,35.1120249
9893,4,-89.8995292
9894,1,2011-06-07
9894,2,92539
9894,3,33.5628412
9894,4,-116.7183298
9895,1,2011-06-07
9895,2,95076
9895,3,36.9185199
9895,4,-121.7838064
9896,1,2011-06-07
9896,2,94117
9896,3,37.7708518
9896,4,-122.4403874
9897,1,2011-06-07
9897,2,80232
9897,3,39.6850636
9897,4,-105.0741021
9898,1,2011-06-07
9898,2,70586
9898,3,30.689733
9898,4,-92.2779615
9899,1,2011-06-07
9899,2,33805
9899,3,28.0573766
9899,4,-82.0057601
9900,1,2011-06-07
9900,2,60636
9900,3,41.7811844
9900,4,-87.6703152
9901,1,2011-06-08
9901,2,NULL
9901,3,29.7751825
9901,4,-95.3102505
9902,1,2011-06-08
9902,2,95336
9902,3,37.8006701
9902,4,-121.1989964
9903,1,2011-06-08
9903,2,33182
9903,3,25.784342
9903,4,-80.4047935
9904,1,2011-06-09
9904,2,65649
9904,3,37.630023
9904,4,-93.578514
9905,1,2011-06-09
9905,2,77002
9905,3,29.7558447
9905,4,-95.3674493
9906,1,2011-06-09
9906,2,2891
9906,3,41.37914
9906,4,-71.8301442
9907,1,2011-06-10
9907,2,27030
9907,3,36.498617
9907,4,-80.589787
9908,1,2011-06-11
9908,2,92201
9908,3,33.7295958
9908,4,-116.2337158
9909,1,2011-06-11
9909,2,64064
9909,3,38.9700228
9909,4,-94.3583601
9910,1,2011-06-11
9910,2,32757
9910,3,28.736854
9910,4,-81.623829
9911,1,2011-06-12
9911,2,43235
9911,3,40.0935489
9911,4,-83.0852854
9912,1,2011-06-13
9912,2,95204
9912,3,37.9667556
9912,4,-121.3289421
9913,1,2011-06-13
9913,2,44130
9913,3,41.3590072
9913,4,-81.8155641
9914,1,2011-06-12
9914,2,43235
9914,3,40.0935489
9914,4,-83.0852854
9915,1,2011-06-13
9915,2,36303
9915,3,31.240693
9915,4,-85.4310363
9916,1,2011-06-14
9916,2,91702
9916,3,34.2368848
9916,4,-117.8403824
9917,1,2011-06-14
9917,2,60628
9917,3,41.703762
9917,4,-87.6242089
9918,1,2011-06-14
9918,2,2124
9918,3,42.2866735
9918,4,-71.0739256
9919,1,2011-06-14
9919,2,20010
9919,3,38.9286847
9919,4,-77.0364944
9920,1,2011-06-15
9920,2,85701
9920,3,32.2162478
9920,4,-110.9702627
9921,1,2011-06-15
9921,2,98329
9921,3,47.3882056
9921,4,-122.6724532
9922,1,2011-06-15
9922,2,60651
9922,3,41.9061603
9922,4,-87.7337593
9923,1,2011-06-16
9923,2,74525
9923,3,34.2370002
9923,4,-95.7271899
9924,1,2011-06-16
9924,2,74525
9924,3,34.2370002
9924,4,-95.7271899
9925,1,2011-06-17
9925,2,94303
9925,3,37.4543279
9925,4,-122.1298648
9926,1,2011-06-17
9926,2,92530
9926,3,33.6882919
9926,4,-117.3771544
9927,1,2011-06-17
9927,2,28304
9927,3,35.0056053
9927,4,-78.9671035
9928,1,2011-06-17
9928,2,60620
9928,3,41.7357229
9928,4,-87.6727624
9929,1,2011-06-17
9929,2,19150
9929,3,40.0691961
9929,4,-75.1679085
9930,1,2011-06-17
9930,2,83404
9930,3,43.4825902
9930,4,-112.0261241
9931,1,2011-06-18
9931,2,95116
9931,3,37.3488669
9931,4,-121.8631754
9932,1,2011-06-18
9932,2,23661
9932,3,36.9987572
9932,4,-76.3849369
9933,1,2011-06-18
9933,2,92335
9933,3,34.106467
9933,4,-117.4579969
9934,1,2011-06-18
9934,2,95313
9934,3,37.4929859
9934,4,-120.994571
9935,1,2011-06-19
9935,2,43207
9935,3,39.9250645
9935,4,-82.9896277
9936,1,2011-06-19
9936,2,86040
9936,3,36.9208214
9936,4,-111.4614722
9937,1,2011-06-20
9937,2,72390
9937,3,34.5418416
9937,4,-90.6378364
9938,1,2011-06-20
9938,2,98532
9938,3,46.5799385
9938,4,-122.9124446
9939,1,2011-06-21
9939,2,77064
9939,3,29.9179781
9939,4,-95.555379
9940,1,2011-06-21
9940,2,71295
9940,3,32.1556673
9940,4,-91.7270449
9941,1,2011-06-21
9941,2,92173
9941,3,32.5448068
9941,4,-117.0300991
9942,1,2011-06-22
9942,2,31550
9942,3,31.1030651
9942,4,-82.5771741
9943,1,2011-06-22
9943,2,50616
9943,3,43.1339558
9943,4,-92.6535481
9944,1,2011-06-22
9944,2,90018
9944,3,34.0309726
9944,4,-118.325826
9945,1,2011-06-23
9945,2,92227
9945,3,32.9743813
9945,4,-115.5138657
9946,1,2011-06-23
9946,2,90250
9946,3,33.9158097
9946,4,-118.3438886
9947,1,2011-06-24
9947,2,84119
9947,3,40.6967585
9947,4,-111.9544778
9948,1,2011-06-25
9948,2,32250
9948,3,30.2555399
9948,4,-81.3979322
9949,1,2011-06-26
9949,2,77058
9949,3,29.5560511
9949,4,-95.0751978
9950,1,2011-06-26
9950,2,53216
9950,3,43.0752092
9950,4,-87.9686663
9951,1,2011-06-27
9951,2,3470
9951,3,42.7755821
9951,4,-72.381159
9952,1,2011-06-27
9952,2,90280
9952,3,33.9509868
9952,4,-118.1833068
9953,1,2011-05-26
9953,2,33713
9953,3,27.8036427
9953,4,-82.6576823
9954,1,2011-06-27
9954,2,85705
9954,3,32.2812565
9954,4,-110.9782544
9955,1,2011-06-28
9955,2,80020
9955,3,39.9487821
9955,4,-105.0623284
9956,1,2011-06-28
9956,2,34684
9956,3,28.099813
9956,4,-82.73057
9957,1,2011-06-28
9957,2,34769
9957,3,28.254254
9957,4,-81.2961739
9958,1,2011-06-29
9958,2,62347
9958,3,39.8167138
9958,4,-91.0279132
9959,1,2011-06-29
9959,2,27332
9959,3,35.3319802
9959,4,-79.0453189
9960,1,2011-06-29
9960,2,94585
9960,3,38.2468649
9960,4,-122.0184338
9961,1,2011-06-29
9961,2,98326
9961,3,48.240014
9961,4,-124.289004
9962,1,2011-06-30
9962,2,30311
9962,3,33.6960774
9962,4,-84.4871254
9963,1,2011-06-30
9963,2,60478
9963,3,41.5861268
9963,4,-87.7139255
9964,1,2011-06-30
9964,2,33170
9964,3,25.5645863
9964,4,-80.4988861
9965,1,2011-06-30
9965,2,33170
9965,3,25.5645863
9965,4,-80.4988861
9966,1,2011-06-30
9966,2,33170
9966,3,25.5645863
9966,4,-80.4988861
9967,1,2011-06-30
9967,2,33170
9967,3,25.5645863
9967,4,-80.4988861
9968,1,2011-07-01
9968,2,75216
9968,3,32.6951017
9968,4,-96.7717514
9969,1,2011-07-01
9969,2,90808
9969,3,33.8130207
9969,4,-118.1114375
9970,1,2011-07-03
9970,2,95821
9970,3,38.6276583
9970,4,-121.3625303
9971,1,2011-07-03
9971,2,94102
9971,3,37.7800963
9971,4,-122.4126862
9972,1,2011-07-04
9972,2,44129
9972,3,41.395499
9972,4,-81.732183
9973,1,2011-07-04
9973,2,19061
9973,3,39.824373
9973,4,-75.408092
9974,1,2011-07-04
9974,2,99645
9974,3,61.5994048
9974,4,-149.2524825
9975,1,2011-07-04
9975,2,95993
9975,3,39.1148054
9975,4,-121.6422235
9976,1,2011-07-04
9976,2,89115
9976,3,36.2111
9976,4,-115.092778
9977,1,2011-07-04
9977,2,82801
9977,3,44.7885847
9977,4,-106.958933
9978,1,2011-07-05
9978,2,95961
9978,3,39.1152665
9978,4,-121.5742202
9979,1,2011-07-05
9979,2,NULL
9979,3,29.7751825
9979,4,-95.3102505
9980,1,2011-07-05
9980,2,70003
9980,3,29.9910508
9980,4,-90.1954967
9981,1,2011-07-06
9981,2,95076
9981,3,36.9267025
9981,4,-121.7825064
9982,1,2011-07-06
9982,2,95076
9982,3,36.9267025
9982,4,-121.7825064
9983,1,2011-07-06
9983,2,77051
9983,3,29.6759891
9983,4,-95.3780053
9984,1,2011-07-06
9984,2,43130
9984,3,39.6896611
9984,4,-82.6604256
9985,1,2011-07-06
9985,2,62205
9985,3,38.624489
9985,4,-90.135071
9986,1,2011-07-06
9986,2,32824
9986,3,28.3942802
9986,4,-81.3444662
9987,1,2011-07-06
9987,2,53212
9987,3,43.0674912
9987,4,-87.9052927
9988,1,2011-07-07
9988,2,93727
9988,3,36.7431888
9988,4,-119.7363225
9989,1,2011-07-07
9989,2,93727
9989,3,36.7431888
9989,4,-119.7363225
9990,1,2011-07-08
9990,2,62703
9990,3,39.787155
9990,4,-89.643949
9991,1,2011-07-09
9991,2,65619
9991,3,37.1155578
9991,4,-93.3643118
9992,1,2011-07-09
9992,2,97216
9992,3,45.5122765
9992,4,-122.5590789
9993,1,2011-07-10
9993,2,91801
9993,3,34.0951527
9993,4,-118.1268125
9994,1,2011-07-10
9994,2,60647
9994,3,41.9176981
9994,4,-87.6800961
9995,1,2011-07-10
9995,2,68028
9995,3,41.1757955
9995,4,-96.253671
9996,1,2011-07-10
9996,2,93306
9996,3,35.3762984
9996,4,-118.9673996
9997,1,2011-07-10
9997,2,70130
9997,3,29.95705
9997,4,-90.067284
9998,1,2011-07-05
9998,2,92832
9998,3,33.8694545
9998,4,-117.9237862
9999,1,2011-07-10
9999,2,83814
9999,3,47.6983119
9999,4,-116.7803711
10000,1,2011-07-11
10000,2,30506
10000,3,34.3295016
10000,4,-83.9353007
10001,1,2011-07-11
10001,2,77092
10001,3,29.8011442
10001,4,-95.4522277
10002,1,2011-07-11
10002,2,60643
10002,3,41.7211938
10002,4,-87.6674323
10003,1,2011-07-11
10003,2,64129
10003,3,39.0195618
10003,4,-94.4954602
10004,1,2011-07-12
10004,2,35205
10004,3,33.492009
10004,4,-86.8269304
10005,1,2011-07-12
10005,2,79549
10005,3,32.7159204
10005,4,-100.9042336
10006,1,2011-07-13
10006,2,76111
10006,3,32.7893243
10006,4,-97.3005039
10007,1,2011-07-13
10007,2,39563
10007,3,30.3902883
10007,4,-88.5078254
10008,1,2011-07-13
10008,2,90255
10008,3,33.979273
10008,4,-118.224464
10009,1,2011-07-13
10009,2,33705
10009,3,27.7720146
10009,4,-82.6497521
10010,1,2011-07-14
10010,2,44511
10010,3,41.068149
10010,4,-80.666485
10011,1,2011-07-14
10011,2,10459
10011,3,40.832199
10011,4,-73.897004
10012,1,2011-07-14
10012,2,89145
10012,3,36.1772471
10012,4,-115.2633176
10013,1,2011-07-14
10013,2,76301
10013,3,33.8805476
10013,4,-98.4940398
10014,1,2011-07-14
10014,2,76301
10014,3,33.8805476
10014,4,-98.4940398
10015,1,2011-07-15
10015,2,30032
10015,3,33.7734041
10015,4,-84.2571584
10016,1,2011-07-16
10016,2,73057
10016,3,34.725
10016,4,-97.405278
10017,1,2011-07-16
10017,2,68123
10017,3,41.1354391
10017,4,-95.966569
10018,1,2011-07-16
10018,2,50261
10018,3,41.530032
10018,4,-93.959061
10019,1,2011-07-16
10019,2,45402
10019,3,39.7583527
10019,4,-84.2075134
10020,1,2011-07-16
10020,2,60644
10020,3,41.8822311
10020,4,-87.7665755
10021,1,2011-07-16
10021,2,98087
10021,3,47.8500795
10021,4,-122.2569744
10022,1,2011-07-16
10022,2,94124
10022,3,37.7343014
10022,4,-122.3911523
10023,1,2011-07-17
10023,2,78753
10023,3,30.364534
10023,4,-97.696729
10024,1,2011-07-17
10024,2,93706
10024,3,36.7082506
10024,4,-119.7762303
10025,1,2011-07-17
10025,2,60620
10025,3,41.7482785
10025,4,-87.663673
10026,1,2011-07-18
10026,2,78503
10026,3,26.190839
10026,4,-98.259745
10027,1,2011-07-18
10027,2,91331
10027,3,34.2600238
10027,4,-118.4176371
10028,1,2011-07-19
10028,2,80205
10028,3,39.7502165
10028,4,-104.9501058
10029,1,2011-07-19
10029,2,60620
10029,3,41.7265754
10029,4,-87.6618884
10030,1,2011-07-20
10030,2,78501
10030,3,26.2268599
10030,4,-98.220184
10031,1,2011-07-20
10031,2,12205
10031,3,42.694194
10031,4,-73.79586
10032,1,2011-07-20
10032,2,90007
10032,3,34.0183528
10032,4,-118.2746063
10033,1,2011-07-20
10033,2,28217
10033,3,35.1759953
10033,4,-80.8801659
10034,1,2011-07-20
10034,2,30067
10034,3,33.9144885
10034,4,-84.4828036
10035,1,2011-07-21
10035,2,98003
10035,3,47.3213949
10035,4,-122.3095787
10036,1,2011-07-21
10036,2,20121
10036,3,38.831664
10036,4,-77.4340689
10037,1,2011-07-21
10037,2,32805
10037,3,28.5529418
10037,4,-81.3956139
10038,1,2011-07-22
10038,2,30122
10038,3,33.7882293
10038,4,-84.6223905
10039,1,2011-07-22
10039,2,90012
10039,3,34.063761
10039,4,-118.2299221
10040,1,2011-07-23
10040,2,93036
10040,3,34.2395819
10040,4,-119.182688
10041,1,2011-07-23
10041,2,80011
10041,3,39.7392043
10041,4,-104.8462822
10042,1,2011-07-25
10042,2,78418
10042,3,27.6792561
10042,4,-97.2762154
10043,1,2011-07-25
10043,2,60651
10043,3,41.9003237
10043,4,-87.7319285
10044,1,2011-07-26
10044,2,60053
10044,3,42.0318626
10044,4,-87.7668732
10045,1,2011-07-26
10045,2,62988
10045,3,37.2352624
10045,4,-89.2641438
10046,1,2011-07-26
10046,2,80908
10046,3,39.033979
10046,4,-104.70671
10047,1,2011-07-27
10047,2,95762
10047,3,38.708028
10047,4,-121.089358
10048,1,2011-07-27
10048,2,94601
10048,3,37.7746215
10048,4,-122.2326449
10049,1,2011-07-27
10049,2,77013
10049,3,29.8070002
10049,4,-95.2332386
10050,1,2011-07-27
10050,2,73115
10050,3,35.456272
10050,4,-97.4591745
10051,1,2011-07-28
10051,2,64055
10051,3,39.0442129
10051,4,-94.4079819
10052,1,2011-07-28
10052,2,88316
10052,3,33.5455606
10052,4,-105.5722036
10053,1,2011-07-28
10053,2,18331
10053,3,40.910707
10053,4,-75.4216493
10054,1,2011-07-29
10054,2,71291
10054,3,32.53481
10054,4,-92.166663
10055,1,2011-07-29
10055,2,84654
10055,3,38.9559309
10055,4,-111.8684794
10056,1,2011-07-29
10056,2,44102
10056,3,41.4696354
10056,4,-81.7222839
10057,1,2011-07-30
10057,2,80918
10057,3,38.8986569
10057,4,-104.7956586
10058,1,2011-07-30
10058,2,7304
10058,3,40.7182881
10058,4,-74.0718856
10059,1,2011-07-30
10059,2,90033
10059,3,34.0523901
10059,4,-118.2184311
10060,1,2011-07-30
10060,2,13205
10060,3,43.0297034
10060,4,-76.1451525
10061,1,2011-08-01
10061,2,95746
10061,3,38.7443541
10061,4,-121.2244508
10062,1,2011-08-01
10062,2,41339
10062,3,37.5534075
10062,4,-83.3849188
10063,1,2011-08-01
10063,2,43201
10063,3,39.9875393
10063,4,-82.9990592
10064,1,2011-08-01
10064,2,75662
10064,3,32.3822119
10064,4,-94.8664156
10065,1,2011-08-01
10065,2,93728
10065,3,36.7594883
10065,4,-119.7995739
10066,1,2011-08-01
10066,2,47403
10066,3,39.1525257
10066,4,-86.5387468
10067,1,2011-08-01
10067,2,97827
10067,3,45.5617184
10067,4,-117.9173812
10068,1,2011-08-01
10068,2,72756
10068,3,36.3121889
10068,4,-94.12598
10069,1,2011-08-02
10069,2,75647
10069,3,32.533515
10069,4,-94.9453506
10070,1,2011-08-02
10070,2,77057
10070,3,29.7330885
10070,4,-95.480437
10071,1,2011-08-02
10071,2,57701
10071,3,44.0966196
10071,4,-103.2066695
10072,1,2011-08-03
10072,2,80930
10072,3,38.8385642
10072,4,-104.5536022
10073,1,2011-08-03
10073,2,60644
10073,3,41.8862669
10073,4,-87.7565003
10074,1,2011-08-04
10074,2,78251
10074,3,29.4470348
10074,4,-98.7047883
10075,1,2011-08-04
10075,2,96001
10075,3,40.568564
10075,4,-122.387559
10076,1,2011-08-05
10076,2,77095
10076,3,29.9022378
10076,4,-95.6340898
10077,1,2011-08-05
10077,2,70805
10077,3,30.5079833
10077,4,-91.1811639
10078,1,2011-08-05
10078,2,19013
10078,3,39.8643368
10078,4,-75.3699925
10079,1,2011-08-05
10079,2,32920
10079,3,28.3909521
10079,4,-80.6076457
10080,1,2011-08-05
10080,2,84116
10080,3,40.7721024
10080,4,-111.9113017
10081,1,2011-08-06
10081,2,67524
10081,3,38.3476773
10081,4,-98.3694085
10082,1,2011-08-06
10082,2,39213
10082,3,32.3913148
10082,4,-90.1510368
10083,1,2011-08-06
10083,2,38857
10083,3,34.2666924
10083,4,-88.5755459
10084,1,2011-08-06
10084,2,92105
10084,3,32.7499348
10084,4,-117.112208
10085,1,2011-08-06
10085,2,80205
10085,3,39.7494769
10085,4,-104.9733571
10086,1,2011-08-06
10086,2,64137
10086,3,38.9400346
10086,4,-94.5260059
10087,1,2011-08-06
10087,2,45219
10087,3,39.1329874
10087,4,-84.5116926
10088,1,2011-08-07
10088,2,92113
10088,3,32.6893843
10088,4,-117.153364
10089,1,2011-08-07
10089,2,44320
10089,3,41.090058
10089,4,-81.6041089
10090,1,2011-08-08
10090,2,76104
10090,3,32.7272594
10090,4,-97.3272377
10091,1,2011-08-08
10091,2,77388
10091,3,30.0694828
10091,4,-95.4693626
10092,1,2011-08-08
10092,2,73446
10092,3,34.1002606
10092,4,-96.9333783
10093,1,2011-08-08
10093,2,73446
10093,3,34.1002606
10093,4,-96.9333783
10094,1,2011-08-08
10094,2,73446
10094,3,34.1002606
10094,4,-96.9333783
10095,1,2011-08-10
10095,2,30305
10095,3,33.8276091
10095,4,-84.3874656
10096,1,2011-08-10
10096,2,98133
10096,3,47.7741494
10096,4,-122.3513686
10097,1,2011-08-11
10097,2,93101
10097,3,34.417373
10097,4,-119.6952286
10098,1,2011-08-11
10098,2,30013
10098,3,33.6443679
10098,4,-83.9913414
10099,1,2011-08-12
10099,2,95648
10099,3,38.890353
10099,4,-121.304343
10100,1,2011-08-12
10100,2,30034
10100,3,33.692146
10100,4,-84.243767
10101,1,2011-08-12
10101,2,20735
10101,3,38.755187
10101,4,-76.9193015
10102,1,2011-08-04
10102,2,29038
10102,3,33.3846154
10102,4,-81.0717347
10103,1,2011-08-12
10103,2,32808
10103,3,28.5709707
10103,4,-81.4619499
10104,1,2011-08-12
10104,2,33168
10104,3,25.8748674
10104,4,-80.2142556
10105,1,2011-08-12
10105,2,43230
10105,3,40.0619092
10105,4,-82.8632264
10106,1,2011-08-12
10106,2,12307
10106,3,42.80831
10106,4,-73.9356143
10107,1,2011-08-13
10107,2,64506
10107,3,39.776981
10107,4,-94.795446
10108,1,2011-08-14
10108,2,59602
10108,3,46.6797758
10108,4,-112.0291321
10109,1,2011-08-15
10109,2,77007
10109,3,29.7706315
10109,4,-95.412988
10110,1,2011-08-16
10110,2,92805
10110,3,33.8136427
10110,4,-117.9075488
10111,1,2011-08-17
10111,2,66801
10111,3,38.386678
10111,4,-96.1238319
10112,1,2011-08-16
10112,2,74467
10112,3,35.9573486
10112,4,-95.3960104
10113,1,2011-08-18
10113,2,67401
10113,3,38.8108468
10113,4,-97.6205095
10114,1,2011-08-18
10114,2,85209
10114,3,33.3912553
10114,4,-111.637049
10115,1,2011-08-18
10115,2,95660
10115,3,38.6769525
10115,4,-121.3736597
10116,1,2011-08-19
10116,2,91942
10116,3,32.7660576
10116,4,-117.0175172
10117,1,2011-08-19
10117,2,77088
10117,3,29.8648159
10117,4,-95.4266815
10118,1,2011-08-19
10118,2,60426
10118,3,41.6008373
10118,4,-87.6510579
10119,1,2011-08-20
10119,2,92234
10119,3,33.7846884
10119,4,-116.4758991
10120,1,2011-08-20
10120,2,92844
10120,3,33.7723921
10120,4,-117.9755056
10121,1,2011-08-20
10121,2,79556
10121,3,32.4592573
10121,4,-100.4013103
10122,1,2011-08-20
10122,2,19138
10122,3,40.043722
10122,4,-75.1559106
10123,1,2011-08-20
10123,2,85029
10123,3,33.5965035
10123,4,-112.1174404
10124,1,2011-08-20
10124,2,45202
10124,3,39.1017827
10124,4,-84.5128091
10125,1,2011-08-21
10125,2,20019
10125,3,38.8932556
10125,4,-76.9505369
10126,1,2011-08-21
10126,2,92021
10126,3,32.8026906
10126,4,-116.9467689
10127,1,2011-08-21
10127,2,33125
10127,3,25.790364
10127,4,-80.2392257
10128,1,2011-08-22
10128,2,92627
10128,3,33.6633976
10128,4,-117.9381694
10129,1,2011-08-22
10129,2,4444
10129,3,44.7599242
10129,4,-68.812264
10130,1,2011-08-23
10130,2,76119
10130,3,32.688996
10130,4,-97.2411379
10131,1,2011-08-23
10131,2,70049
10131,3,34.0110605
10131,4,-118.3134351
10132,1,2011-08-23
10132,2,83687
10132,3,43.5798821
10132,4,-116.5443397
10133,1,2011-08-24
10133,2,72762
10133,3,36.198473
10133,4,-94.16098
10134,1,2011-08-24
10134,2,43224
10134,3,40.0554748
10134,4,-82.9762448
10135,1,2011-08-24
10135,2,94564
10135,3,37.9873646
10135,4,-122.3113172
10136,1,2011-08-24
10136,2,28301
10136,3,35.0483003
10136,4,-78.8651082
10137,1,2011-08-24
10137,2,33604
10137,3,28.0206627
10137,4,-82.4377729
10138,1,2011-08-25
10138,2,60441
10138,3,41.5813176
10138,4,-88.0579503
10139,1,2011-08-25
10139,2,14850
10139,3,42.4390102
10139,4,-76.5055781
10140,1,2011-08-25
10140,2,72120
10140,3,34.8442137
10140,4,-92.2163634
10141,1,2011-08-25
10141,2,56001
10141,3,44.155595
10141,4,-94.0086504
10142,1,2011-08-26
10142,2,93304
10142,3,35.3571894
10142,4,-119.0210042
10143,1,2011-08-26
10143,2,43206
10143,3,39.9485621
10143,4,-82.9727225
10144,1,2011-08-26
10144,2,90813
10144,3,33.779158
10144,4,-118.190545
10145,1,2011-08-26
10145,2,90744
10145,3,33.7741301
10145,4,-118.2629834
10146,1,2011-08-27
10146,2,66044
10146,3,39.004035
10146,4,-95.238293
10147,1,2011-08-27
10147,2,50312
10147,3,41.5847911
10147,4,-93.6815311
10148,1,2011-08-27
10148,2,43612
10148,3,41.7280395
10148,4,-83.5333639
10149,1,2011-08-27
10149,2,13601
10149,3,43.9597649
10149,4,-75.9141624
10150,1,2011-08-28
10150,2,32720
10150,3,28.991453
10150,4,-81.404731
10151,1,2011-08-28
10151,2,55802
10151,3,46.7641056
10151,4,-92.1124055
10152,1,2011-08-30
10152,2,14086
10152,3,42.896133
10152,4,-78.673478
10153,1,2011-08-30
10153,2,87121
10153,3,35.0812349
10153,4,-106.7043594
10154,1,2011-08-31
10154,2,33162
10154,3,25.9186409
10154,4,-80.1716979
10155,1,2011-08-31
10155,2,11569
10155,3,40.5944498
10155,4,-73.5778906
10156,1,2011-09-01
10156,2,67235
10156,3,37.6740086
10156,4,-97.4983548
10157,1,2011-09-01
10157,2,NULL
10157,3,29.7751825
10157,4,-95.3102505
10158,1,2011-09-01
10158,2,67410
10158,3,38.9424937
10158,4,-97.2116133
10159,1,2011-09-01
10159,2,37917
10159,3,35.9815764
10159,4,-83.8999968
10160,1,2011-09-01
10160,2,30233
10160,3,33.2218339
10160,4,-84.061396
10161,1,2011-09-02
10161,2,43080
10161,3,40.2157509
10161,4,-82.4584967
10162,1,2011-09-02
10162,2,60154
10162,3,41.8675919
10162,4,-87.8823729
10163,1,2011-09-03
10163,2,95336
10163,3,37.7981835
10163,4,-121.1919641
10164,1,2011-09-03
10164,2,29204
10164,3,34.0213452
10164,4,-81.0141854
10165,1,2011-09-03
10165,2,43608
10165,3,41.689072
10165,4,-83.539874
10166,1,2011-09-03
10166,2,43620
10166,3,41.6639425
10166,4,-83.5626406
10167,1,2011-09-03
10167,2,55128
10167,3,44.9487541
10167,4,-92.9596712
10168,1,2011-09-04
10168,2,94803
10168,3,37.9664775
10168,4,-122.305091
10169,1,2018-02-12
10169,2,97478
10169,3,44.0383306
10169,4,-122.9312613
10170,1,2011-09-04
10170,2,86409
10170,3,35.2609044
10170,4,-114.0086961
10171,1,2011-09-04
10171,2,85362
10171,3,34.2172873
10171,4,-112.7640384
10172,1,2011-09-05
10172,2,89502
10172,3,39.5235199
10172,4,-119.8016196
10173,1,2011-09-05
10173,2,31768
10173,3,31.1854549
10173,4,-83.7966825
10174,1,2011-09-05
10174,2,11238
10174,3,40.674489
10174,4,-73.956965
10175,1,2011-09-06
10175,2,23505
10175,3,36.917203
10175,4,-76.260727
10176,1,2011-09-06
10176,2,90003
10176,3,33.94492
10176,4,-118.275788
10177,1,2011-09-06
10177,2,32940
10177,3,28.2031685
10177,4,-80.6687673
10178,1,2011-09-06
10178,2,57730
10178,3,43.7667024
10178,4,-103.5987851
10179,1,2011-09-06
10179,2,95818
10179,3,38.5582698
10179,4,-121.4821574
10180,1,2011-09-06
10180,2,10034
10180,3,40.8632912
10180,4,-73.9243028
10181,1,2011-09-06
10181,2,31906
10181,3,32.475206
10181,4,-84.949361
10182,1,2011-09-06
10182,2,31906
10182,3,32.475206
10182,4,-84.949361
10183,1,2011-09-07
10183,2,63033
10183,3,38.7972575
10183,4,-90.2356728
10184,1,2011-09-07
10184,2,70123
10184,3,29.9689359
10184,4,-90.232713
10185,1,2011-09-07
10185,2,35213
10185,3,33.5156805
10185,4,-86.7202132
10186,1,2011-09-07
10186,2,2370
10186,3,42.1646834
10186,4,-70.8947393
10187,1,2011-09-07
10187,2,30316
10187,3,33.749164
10187,4,-84.3532769
10188,1,2011-09-08
10188,2,62930
10188,3,37.7955015
10188,4,-88.4060688
10189,1,2011-09-08
10189,2,52802
10189,3,41.5211813
10189,4,-90.5848651
10190,1,2011-09-08
10190,2,39507
10190,3,30.4000564
10190,4,-89.0248894
10191,1,2011-09-08
10191,2,38773
10191,3,33.5997874
10191,4,-90.7655548
10192,1,2011-09-08
10192,2,38773
10192,3,33.5997874
10192,4,-90.7655548
10193,1,2011-09-08
10193,2,23238
10193,3,37.595006
10193,4,-77.6075928
10194,1,2011-09-08
10194,2,92780
10194,3,33.7334447
10194,4,-117.8154728
10195,1,2011-09-09
10195,2,77587
10195,3,29.6619717
10195,4,-95.2345703
10196,1,2011-09-09
10196,2,82213
10196,3,42.5789055
10196,4,-104.9297571
