victim_id,numeric_id,value_numeric
15872,1,2015-07-23
15872,2,70503
15872,3,30.2036022
15872,4,-92.0475002
15873,1,2015-07-23
15873,2,95722
15873,3,38.9746645
15873,4,-121.0178477
15874,1,2015-07-23
15874,2,82633
15874,3,42.7210095
15874,4,-105.3886934
15875,1,2015-07-23
15875,2,45405
15875,3,39.804028
15875,4,-84.2141465
15876,1,2015-07-23
15876,2,55441
15876,3,44.9849647
15876,4,-93.4103325
15877,1,2015-07-23
15877,2,29579
15877,3,33.7081052
15877,4,-78.9465251
15878,1,2015-07-24
15878,2,91604
15878,3,34.1436617
15878,4,-118.398089
15879,1,2015-07-24
15879,2,39825
15879,3,30.8486993
15879,4,-84.7349297
15880,1,2015-07-24
15880,2,27043
15880,3,36.3275578
15880,4,-80.4309569
15881,1,2015-07-24
15881,2,68073
15881,3,41.2337989
15881,4,-96.3971774
15882,1,2015-07-25
15882,2,70117
15882,3,29.9561081
15882,4,-90.017458
15883,1,2015-07-25
15883,2,71378
15883,3,31.9633258
15883,4,-91.690105
15884,1,2015-07-25
15884,2,39540
15884,3,30.5006861
15884,4,-88.919087
15885,1,2015-07-25
15885,2,32667
15885,3,29.5116868
15885,4,-82.2738675
15886,1,2015-07-25
15886,2,89104
15886,3,36.1584244
15886,4,-115.1066988
15887,1,2015-07-26
15887,2,71108
15887,3,32.456058
15887,4,-93.757691
15888,1,2015-07-26
15888,2,29678
15888,3,34.6930608
15888,4,-82.9744544
15889,1,2015-07-26
15889,2,71109
15889,3,32.4817898
15889,4,-93.7886642
15890,1,2015-07-26
15890,2,77048
15890,3,29.6572716
15890,4,-95.3168131
15891,1,2015-07-27
15891,2,29212
15891,3,34.077625
15891,4,-81.2286524
15892,1,2015-07-27
15892,2,70363
15892,3,29.5543029
15892,4,-90.6801134
15893,1,2015-07-27
15893,2,80302
15893,3,40.018097
15893,4,-105.270719
15894,1,2015-07-27
15894,2,78251
15894,3,29.4471441
15894,4,-98.6499346
15895,1,2015-07-27
15895,2,72662
15895,3,36.4856431
15895,4,-93.2197003
15896,1,2015-07-27
15896,2,72662
15896,3,36.4856431
15896,4,-93.2197003
15897,1,2015-07-28
15897,2,72442
15897,3,35.8859796
15897,4,-90.1814166
15898,1,2015-07-28
15898,2,37311
15898,3,35.1355629
15898,4,-84.8696868
15899,1,2015-07-28
15899,2,78247
15899,3,29.5756011
15899,4,-98.3802699
15900,1,2015-07-29
15900,2,70805
15900,3,30.489409
15900,4,-91.1334679
15901,1,2015-07-29
15901,2,1610
15901,3,42.2548472
15901,4,-71.8154908
15902,1,2015-07-29
15902,2,84321
15902,3,41.737929
15902,4,-111.8292409
15903,1,2015-07-29
15903,2,90606
15903,3,33.9722625
15903,4,-118.0551493
15904,1,2015-07-29
15904,2,88005
15904,3,32.3115711
15904,4,-106.7972507
15905,1,2015-07-30
15905,2,39532
15905,3,30.4321076
15905,4,-88.8809737
15906,1,2015-07-30
15906,2,96067
15906,3,41.2598909
15906,4,-122.2737833
15907,1,2015-07-30
15907,2,89460
15907,3,38.9061189
15907,4,-119.728483
15908,1,2015-07-30
15908,2,94123
15908,3,37.7994818
15908,4,-122.4393654
15909,1,2015-07-31
15909,2,87102
15909,3,35.0726273
15909,4,-106.6431762
15910,1,2015-07-31
15910,2,76102
15910,3,32.7538199
15910,4,-97.3308848
15911,1,2015-07-31
15911,2,88201
15911,3,33.4331581
15911,4,-104.5224463
15912,1,2015-08-01
15912,2,75207
15912,3,32.7767829
15912,4,-96.8155588
15913,1,2015-08-01
15913,2,25143
15913,3,38.41224
15913,4,-81.847165
15914,1,2015-08-01
15914,2,85705
15914,3,32.2719839
15914,4,-110.9721018
15915,1,2015-08-02
15915,2,77036
15915,3,29.6896917
15915,4,-95.5561619
15916,1,2015-08-02
15916,2,28031
15916,3,35.4746665
15916,4,-80.9082013
15917,1,2015-08-02
15917,2,28031
15917,3,35.4746665
15917,4,-80.9082013
15918,1,2015-08-03
15918,2,47302
15918,3,40.1762103
15918,4,-85.3780243
15919,1,2015-08-03
15919,2,17078
15919,3,40.2788362
15919,4,-76.5715237
15920,1,2015-08-03
15920,2,23139
15920,3,37.510413
15920,4,-77.790221
15921,1,2015-08-03
15921,2,94609
15921,3,37.8272478
15921,4,-122.2690626
15922,1,2015-08-03
15922,2,46902
15922,3,40.434195
15922,4,-86.060467
15923,1,2015-08-03
15923,2,46902
15923,3,40.434195
15923,4,-86.060467
15924,1,2015-08-04
15924,2,92058
15924,3,33.2721745
15924,4,-117.4438516
15925,1,2015-08-04
15925,2,61866
15925,3,40.3077131
15925,4,-88.1754264
15926,1,2015-08-05
15926,2,37013
15926,3,36.0506056
15926,4,-86.6516765
15927,1,2015-08-05
15927,2,40202
15927,3,38.2528796
15927,4,-85.7524372
15928,1,2015-08-05
15928,2,96732
15928,3,20.8941142
15928,4,-156.4833713
15929,1,2015-08-05
15929,2,23220
15929,3,37.5487439
15929,4,-77.4677155
15930,1,2015-08-05
15930,2,53228
15930,3,42.9718786
15930,4,-88.0255356
15931,1,2015-08-05
15931,2,98409
15931,3,47.206214
15931,4,-122.4850495
15932,1,2015-08-05
15932,2,75228
15932,3,32.8324757
15932,4,-96.6896458
15933,1,2015-08-06
15933,2,70448
15933,3,30.3350031
15933,4,-90.0991548
15934,1,2015-08-06
15934,2,30032
15934,3,33.7238429
15934,4,-84.3184255
15935,1,2015-08-06
15935,2,41018
15935,3,38.9910833
15935,4,-84.5949655
15936,1,2015-08-06
15936,2,79930
15936,3,31.8126579
15936,4,-106.4439698
15937,1,2015-08-06
15937,2,78201
15937,3,29.4806285
15937,4,-98.5113048
15938,1,2015-08-07
15938,2,89147
15938,3,36.106003
15938,4,-115.2446287
15939,1,2015-08-07
15939,2,93723
15939,3,36.8079823
15939,4,-119.8984732
15940,1,2015-08-07
15940,2,27858
15940,3,35.5841281
15940,4,-77.3683996
15941,1,2015-08-07
15941,2,6106
15941,3,41.7329702
15941,4,-72.6982856
15942,1,2015-08-07
15942,2,90805
15942,3,33.8746579
15942,4,-118.1556206
15943,1,2015-08-07
15943,2,76018
15943,3,32.6758988
15943,4,-97.0852948
15944,1,2015-08-07
15944,2,77084
15944,3,29.8337363
15944,4,-95.6048646
15945,1,2015-08-07
15945,2,30534
15945,3,34.5199919
15945,4,-84.0457634
15946,1,2015-08-07
15946,2,67216
15946,3,37.5974451
15946,4,-97.3340898
15947,1,2015-08-07
15947,2,67216
15947,3,37.5974451
15947,4,-97.3340898
15948,1,2015-08-07
15948,2,67216
15948,3,37.5974451
15948,4,-97.3340898
15949,1,2015-08-08
15949,2,29483
15949,3,32.980391
15949,4,-80.247665
15950,1,2015-08-08
15950,2,77423
15950,3,29.7890721
15950,4,-95.9440641
15951,1,2015-08-08
15951,2,99207
15951,3,47.7065536
15951,4,-117.4004796
15952,1,2015-08-08
15952,2,28052
15952,3,35.1924169
15952,4,-81.2398206
15953,1,2015-08-09
15953,2,73401
15953,3,34.1567168
15953,4,-97.1281504
15954,1,2015-08-09
15954,2,95116
15954,3,37.3545135
15954,4,-121.8429155
15955,1,2015-08-09
15955,2,46218
15955,3,39.8165887
15955,4,-86.0801522
15956,1,2015-08-09
15956,2,18640
15956,3,41.325885
15956,4,-75.789091
15957,1,2015-08-09
15957,2,75160
15957,3,32.7392559
15957,4,-96.291417
15958,1,2015-08-10
15958,2,85234
15958,3,33.364711
15958,4,-111.7561653
15959,1,2015-08-10
15959,2,95132
15959,3,37.3952222
15959,4,-121.8632068
15960,1,2015-08-11
15960,2,79762
15960,3,31.8820929
15960,4,-102.3843953
15961,1,2015-08-11
15961,2,76708
15961,3,31.5809825
15961,4,-97.172244
15962,1,2015-08-11
15962,2,83864
15962,3,48.282295
15962,4,-116.5614941
15963,1,2015-08-11
15963,2,96055
15963,3,40.0281431
15963,4,-122.1094724
15964,1,2015-08-12
15964,2,43605
15964,3,41.6323412
15964,4,-83.5131659
15965,1,2015-08-12
15965,2,94612
15965,3,37.8171408
15965,4,-122.2716006
15966,1,2015-08-12
15966,2,88242
15966,3,32.7739301
15966,4,-103.1341682
15967,1,2015-08-12
15967,2,92545
15967,3,33.7439001
15967,4,-117.0149319
15968,1,2015-08-12
15968,2,90008
15968,3,34.0087205
15968,4,-118.3426152
15969,1,2015-08-12
15969,2,77072
15969,3,29.699499
15969,4,-95.60491
15970,1,2015-08-13
15970,2,44120
15970,3,41.474437
15970,4,-81.60289
15971,1,2015-08-13
15971,2,72394
15971,3,35.0237188
15971,4,-90.684945
15972,1,2015-08-13
15972,2,77066
15972,3,29.973181
15972,4,-95.4889182
15973,1,2015-08-14
15973,2,20743
15973,3,38.8642233
15973,4,-76.9148564
15974,1,2015-08-14
15974,2,78006
15974,3,29.7892818
15974,4,-98.7218004
15975,1,2015-08-14
15975,2,10303
15975,3,40.6304677
15975,4,-74.1606914
15976,1,2015-08-14
15976,2,6043
15976,3,41.7898375
15976,4,-72.4466295
15977,1,2015-08-14
15977,2,78557
15977,3,26.1085397
15977,4,-98.2649642
15978,1,2015-08-15
15978,2,91706
15978,3,34.0783322
15978,4,-117.9965318
15979,1,2015-08-15
15979,2,89706
15979,3,39.184503
15979,4,-119.7211632
15980,1,2015-08-15
15980,2,47243
15980,3,38.68222
15980,4,-85.466631
15981,1,2015-08-15
15981,2,93527
15981,3,35.7023912
15981,4,-117.8686801
15982,1,2015-08-15
15982,2,94085
15982,3,37.3950341
15982,4,-122.0268791
15983,1,2015-08-15
15983,2,74956
15983,3,35.1224354
15983,4,-94.811623
15984,1,2015-08-15
15984,2,74956
15984,3,35.1224354
15984,4,-94.811623
15985,1,2015-08-15
15985,2,74956
15985,3,35.1224354
15985,4,-94.811623
15986,1,2015-08-16
15986,2,78028
15986,3,30.0499419
15986,4,-99.121909
15987,1,2015-08-16
15987,2,95111
15987,3,37.2946968
15987,4,-121.8343925
15988,1,2015-08-17
15988,2,95111
15988,3,37.2729122
15988,4,-121.8276758
15989,1,2015-08-17
15989,2,77026
15989,3,29.7987905
15989,4,-95.3130135
15990,1,2015-08-18
15990,2,95833
15990,3,38.6028936
15990,4,-121.5407028
15991,1,2015-08-19
15991,2,66102
15991,3,39.1103806
15991,4,-94.6540455
15992,1,2015-08-19
15992,2,48302
15992,3,42.6038806
15992,4,-83.2646254
15993,1,2015-08-19
15993,2,28786
15993,3,35.51177
15993,4,-82.874526
15994,1,2015-08-19
15994,2,63113
15994,3,38.6583282
15994,4,-90.2563481
15995,1,2015-08-19
15995,2,99137
15995,3,48.1175552
15995,4,-118.2002239
15996,1,2015-08-19
15996,2,38652
15996,3,34.4923247
15996,4,-88.9228826
15997,1,2015-08-20
15997,2,45715
15997,3,39.5530419
15997,4,-81.6285879
15998,1,2015-08-20
15998,2,91761
15998,3,34.0191305
15998,4,-117.5932493
15999,1,2015-08-20
15999,2,35404
15999,3,33.2065411
15999,4,-87.4956797
16000,1,2015-08-21
16000,2,98546
16000,3,47.286154
16000,4,-122.9242944
16001,1,2015-08-21
16001,2,21901
16001,3,39.6103042
16001,4,-75.9515923
16002,1,2015-08-21
16002,2,27587
16002,3,36.0081114
16002,4,-78.510762
16003,1,2015-08-21
16003,2,85258
16003,3,33.579339
16003,4,-111.863362
16004,1,2015-08-22
16004,2,55721
16004,3,47.262681
16004,4,-93.6271432
16005,1,2015-08-22
16005,2,93308
16005,3,35.412427
16005,4,-119.0471868
16006,1,2015-08-22
16006,2,12182
16006,3,42.7701612
16006,4,-73.6753963
16007,1,2015-08-22
16007,2,22485
16007,3,38.265352
16007,4,-77.170677
16008,1,2015-08-22
16008,2,67209
16008,3,37.6741353
16008,4,-97.4125138
16009,1,2015-08-22
16009,2,75201
16009,3,32.7882951
16009,4,-96.7995194
16010,1,2015-08-23
16010,2,89145
16010,3,36.1683621
16010,4,-115.2551083
16011,1,2015-08-23
16011,2,32220
16011,3,30.3324699
16011,4,-81.813923
16012,1,2015-08-23
16012,2,8724
16012,3,40.099276
16012,4,-74.138422
16013,1,2015-08-23
16013,2,35016
16013,3,34.2744053
16013,4,-86.5123767
16014,1,2015-08-23
16014,2,27263
16014,3,35.8961379
16014,4,-79.9278256
16015,1,2015-08-24
16015,2,93727
16015,3,36.7710453
16015,4,-119.7230025
16016,1,2015-08-24
16016,2,60619
16016,3,41.7584026
16016,4,-87.6151006
16017,1,2015-08-24
16017,2,60619
16017,3,41.7584026
16017,4,-87.6151006
16018,1,2015-08-25
16018,2,33592
16018,3,28.0721271
16018,4,-82.2854562
16019,1,2015-08-25
16019,2,85009
16019,3,33.465952
16019,4,-112.1344777
16020,1,2015-08-25
16020,2,87507
16020,3,35.6132396
16020,4,-106.033097
16021,1,2015-08-25
16021,2,33169
16021,3,25.8955278
16021,4,-80.2112278
16022,1,2015-08-25
16022,2,19380
16022,3,39.9582339
16022,4,-75.6077487
16023,1,2015-08-26
16023,2,37075
16023,3,36.3314059
16023,4,-86.5937882
16024,1,2015-08-26
16024,2,84081
16024,3,40.577019
16024,4,-112.0417725
16025,1,2015-08-26
16025,2,37343
16025,3,35.163488
16025,4,-85.247244
16026,1,2015-08-27
16026,2,94610
16026,3,37.8112392
16026,4,-122.2503995
16027,1,2015-08-27
16027,2,66101
16027,3,39.1129848
16027,4,-94.6254241
16028,1,2015-08-27
16028,2,91405
16028,3,34.204837
16028,4,-118.451223
16029,1,2015-08-27
16029,2,75210
16029,3,32.7703937
16029,4,-96.7532043
16030,1,2015-08-27
16030,2,43325
16030,3,40.6654366
16030,4,-82.8590476
16031,1,2015-08-27
16031,2,78220
16031,3,29.4023765
16031,4,-98.4158224
16032,1,2015-08-28
16032,2,84660
16032,3,40.1097986
16032,4,-111.6495266
16033,1,2015-08-28
16033,2,92108
16033,3,32.7745868
16033,4,-117.1569999
16034,1,2015-08-28
16034,2,78255
16034,3,29.6682289
16034,4,-98.6507174
16035,1,2015-08-28
16035,2,10553
16035,3,40.9079538
16035,4,-73.8246294
16036,1,2015-08-28
16036,2,75604
16036,3,32.4974294
16036,4,-94.778409
16037,1,2015-08-29
16037,2,60608
16037,3,41.8559767
16037,4,-87.6660956
16038,1,2015-08-29
16038,2,78249
16038,3,29.553669
16038,4,-98.615925
16039,1,2015-08-29
16039,2,89030
16039,3,36.2199674
16039,4,-115.1254887
16040,1,2015-08-30
16040,2,74023
16040,3,35.9760766
16040,4,-96.7667895
16041,1,2015-08-30
16041,2,85706
16041,3,32.146688
16041,4,-110.9595991
16042,1,2015-08-30
16042,2,90248
16042,3,33.8928609
16042,4,-118.2786862
16043,1,2015-08-30
16043,2,90248
16043,3,33.8928609
16043,4,-118.2786862
16044,1,2015-08-31
16044,2,80537
16044,3,40.4062298
16044,4,-105.0286166
16045,1,2015-08-31
16045,2,31811
16045,3,32.7023419
16045,4,-84.8591942
16046,1,2015-08-31
16046,2,45202
16046,3,39.1126963
16046,4,-84.5142163
16047,1,2015-09-01
16047,2,7112
16047,3,40.7188573
16047,4,-74.2124391
16048,1,2015-09-01
16048,2,88210
16048,3,32.8272401
16048,4,-104.4186376
16049,1,2015-09-01
16049,2,44087
16049,3,41.338387
16049,4,-81.4423472
16050,1,2015-09-01
16050,2,24701
16050,3,37.269321
16050,4,-81.2220698
16051,1,2015-09-01
16051,2,79336
16051,3,33.5886817
16051,4,-102.3667749
16052,1,2015-09-02
16052,2,38251
16052,3,36.4562007
16052,4,-88.3267543
16053,1,2015-09-02
16053,2,86305
16053,3,34.718603
16053,4,-112.54484
16054,1,2015-09-03
16054,2,93702
16054,3,36.7348173
16054,4,-119.7636466
16055,1,2015-09-03
16055,2,3054
16055,3,42.8666097
16055,4,-71.5177463
16056,1,2015-09-04
16056,2,76082
16056,3,32.9169781
16056,4,-97.6338268
16057,1,2015-09-04
16057,2,95546
16057,3,41.1866015
16057,4,-123.7046894
16058,1,2015-09-04
16058,2,47432
16058,3,38.546989
16058,4,-86.615001
16059,1,2015-09-04
16059,2,45225
16059,3,39.136986
16059,4,-84.549585
16060,1,2015-09-04
16060,2,17935
16060,3,40.7915721
16060,4,-76.2834768
16061,1,2015-09-04
16061,2,57301
16061,3,43.7135691
16061,4,-98.014282
16062,1,2015-09-05
16062,2,7728
16062,3,40.231908
16062,4,-74.206909
16063,1,2015-09-05
16063,2,91761
16063,3,34.0338383
16063,4,-117.6468011
16064,1,2015-09-05
16064,2,90808
16064,3,33.8151205
16064,4,-118.1035471
16065,1,2015-09-05
16065,2,27703
16065,3,35.9840018
16065,4,-78.88259
16066,1,2015-09-05
16066,2,23456
16066,3,36.7894416
16066,4,-76.1251716
16067,1,2015-09-05
16067,2,23456
16067,3,36.7894416
16067,4,-76.1251716
16068,1,2015-09-05
16068,2,85541
16068,3,34.266995
16068,4,-111.328072
16069,1,2015-09-06
16069,2,68105
16069,3,41.2542178
16069,4,-95.9590856
16070,1,2015-09-06
16070,2,87004
16070,3,35.320478
16070,4,-106.5748593
16071,1,2015-09-06
16071,2,2908
16071,3,41.8331622
16071,4,-71.4196944
16072,1,2015-09-06
16072,2,71104
16072,3,32.4837722
16072,4,-93.7270104
16073,1,2015-09-06
16073,2,33135
16073,3,25.7693163
16073,4,-80.2363463
16074,1,2015-09-07
16074,2,88240
16074,3,32.7060059
16074,4,-103.1222534
16075,1,2015-09-07
16075,2,48228
16075,3,42.3559487
16075,4,-83.1943127
16076,1,2015-09-07
16076,2,93727
16076,3,36.7887459
16076,4,-119.7005613
16077,1,2015-09-07
16077,2,78209
16077,3,29.5004157
16077,4,-98.4738807
16078,1,2015-09-07
16078,2,78209
16078,3,29.5004157
16078,4,-98.4738807
16079,1,2015-09-08
16079,2,99709
16079,3,64.8274247
16079,4,-147.7619201
16080,1,2015-09-08
16080,2,44312
16080,3,41.0380638
16080,4,-81.4383279
16081,1,2015-09-09
16081,2,91731
16081,3,34.0785731
16081,4,-118.0290912
16082,1,2015-09-09
16082,2,99705
16082,3,64.8057001
16082,4,-147.5434489
16083,1,2015-09-09
16083,2,54304
16083,3,44.4974617
16083,4,-88.0537489
16084,1,2015-09-09
16084,2,64130
16084,3,39.0455007
16084,4,-94.5414111
16085,1,2008-08-07
16085,2,11203
16085,3,40.6557776
16085,4,-73.9233195
16086,1,2015-09-09
16086,2,77338
16086,3,30.0205572
16086,4,-95.2605828
16087,1,2015-09-09
16087,2,77095
16087,3,29.8829409
16087,4,-95.6747646
16088,1,2015-09-10
16088,2,92335
16088,3,34.0704351
16088,4,-117.4399824
16089,1,2015-09-10
16089,2,13676
16089,3,44.6681977
16089,4,-74.991549
16090,1,2015-09-10
16090,2,90240
16090,3,33.954728
16090,4,-118.1134703
16091,1,2015-09-10
16091,2,46254
16091,3,39.8348867
16091,4,-86.2790607
16092,1,2015-09-10
16092,2,95240
16092,3,38.1291499
16092,4,-121.276729
16093,1,2015-09-10
16093,2,76247
16093,3,33.0880089
16093,4,-97.3007842
16094,1,2015-09-10
16094,2,76008
16094,3,32.718713
16094,4,-97.6318734
16095,1,2015-09-11
16095,2,19013
16095,3,39.834609
16095,4,-75.393955
16096,1,2015-09-11
16096,2,80026
16096,3,39.9577992
16096,4,-105.0641963
16097,1,2015-09-12
16097,2,35150
16097,3,33.177915
16097,4,-86.259913
16098,1,2015-09-12
16098,2,37931
16098,3,35.9634442
16098,4,-84.0918655
16099,1,2015-09-13
16099,2,73766
16099,3,36.7238306
16099,4,-97.7935405
16100,1,2015-09-12
16100,2,77541
16100,3,29.0024253
16100,4,-95.3052777
16101,1,2015-09-13
16101,2,32531
16101,3,30.796544
16101,4,-86.675969
16102,1,2015-09-13
16102,2,52356
16102,3,41.4685611
16102,4,-91.9173269
16103,1,2015-09-14
16103,2,92311
16103,3,34.8840698
16103,4,-117.0185715
16104,1,2015-09-14
16104,2,42038
16104,3,37.0564905
16104,4,-88.0354705
16105,1,2015-09-14
16105,2,38703
16105,3,33.473993
16105,4,-91.055871
16106,1,2015-09-14
16106,2,92376
16106,3,34.1103801
16106,4,-117.3834795
16107,1,2015-09-14
16107,2,30622
16107,3,33.9355492
16107,4,-83.5404257
16108,1,2015-09-14
16108,2,30622
16108,3,33.9355492
16108,4,-83.5404257
16109,1,2015-09-14
16109,2,30126
16109,3,33.802033
16109,4,-84.512771
16110,1,2015-09-14
16110,2,30126
16110,3,33.802033
16110,4,-84.512771
16111,1,2015-09-14
16111,2,75074
16111,3,33.0267765
16111,4,-96.7074037
16112,1,2015-09-15
16112,2,33185
16112,3,25.7270549
16112,4,-80.4536642
16113,1,2015-09-15
16113,2,91402
16113,3,34.2280985
16113,4,-118.4535698
16114,1,2015-09-15
16114,2,70043
16114,3,29.9303733
16114,4,-89.9527242
16115,1,2015-09-15
16115,2,57625
16115,3,45.0045195
16115,4,-101.2389372
16116,1,2015-09-15
16116,2,87105
16116,3,34.994228
16116,4,-106.6704264
16117,1,2015-09-15
16117,2,72209
16117,3,34.6598666
16117,4,-92.3632275
16118,1,2015-09-15
16118,2,76103
16118,3,32.744926
16118,4,-97.2836749
16119,1,2015-09-16
16119,2,57754
16119,3,44.305285
16119,4,-103.8019089
16120,1,2015-09-16
16120,2,90039
16120,3,34.1323275
16120,4,-118.2667205
16121,1,2015-09-16
16121,2,71302
16121,3,31.2679491
16121,4,-92.4447409
16122,1,2015-09-17
16122,2,48612
16122,3,43.8574851
16122,4,-84.4211378
16123,1,2015-09-17
16123,2,40409
16123,3,37.375343
16123,4,-84.438897
16124,1,2015-09-18
16124,2,92407
16124,3,34.1356748
16124,4,-117.31717
16125,1,2015-09-18
16125,2,37051
16125,3,36.3016559
16125,4,-87.3474306
16126,1,2015-09-18
16126,2,36569
16126,3,31.5395631
16126,4,-88.0547059
16127,1,2015-09-18
16127,2,94509
16127,3,38.0028673
16127,4,-121.8364836
16128,1,2015-09-19
16128,2,98271
16128,3,48.05795
16128,4,-122.2668275
16129,1,2015-09-19
16129,2,70461
16129,3,30.2851677
16129,4,-89.7487811
16130,1,2015-09-20
16130,2,22802
16130,3,38.480108
16130,4,-78.8748803
16131,1,2015-09-20
16131,2,49022
16131,3,42.0971087
16131,4,-86.4342032
16132,1,2015-09-20
16132,2,46176
16132,3,39.5224235
16132,4,-85.7909939
16133,1,2015-09-20
16133,2,95231
16133,3,37.8855836
16133,4,-121.2730531
16134,1,2015-09-20
16134,2,95231
16134,3,37.8855836
16134,4,-121.2730531
16135,1,2015-09-20
16135,2,95231
16135,3,37.8855836
16135,4,-121.2730531
16136,1,2015-09-20
16136,2,95231
16136,3,37.8855836
16136,4,-121.2730531
16137,1,2015-09-21
16137,2,93955
16137,3,36.6211309
16137,4,-121.8430421
16138,1,2015-09-21
16138,2,93955
16138,3,36.6211309
16138,4,-121.8430421
16139,1,2015-09-21
16139,2,75460
16139,3,33.6741374
16139,4,-95.522369
16140,1,2015-09-21
16140,2,75230
16140,3,32.894056
16140,4,-96.7727845
16141,1,2015-09-21
16141,2,33823
16141,3,28.0745985
16141,4,-81.845118
16142,1,2015-09-21
16142,2,44312
16142,3,41.0435532
16142,4,-81.4373131
16143,1,2015-09-22
16143,2,32180
16143,3,29.1855574
16143,4,-81.4227929
16144,1,2015-09-22
16144,2,32578
16144,3,30.5228644
16144,4,-86.4958392
16145,1,2015-09-22
16145,2,89032
16145,3,36.2308764
16145,4,-115.1400438
16146,1,2015-09-22
16146,2,94541
16146,3,37.6893807
16146,4,-122.1062945
16147,1,2015-09-22
16147,2,96007
16147,3,40.4805505
16147,4,-122.3888123
16148,1,2015-09-22
16148,2,77429
16148,3,29.9832665
16148,4,-95.6606807
16149,1,2015-09-23
16149,2,84111
16149,3,40.750953
16149,4,-111.884298
16150,1,2015-09-23
16150,2,24378
16150,3,36.684425
16150,4,-81.3001128
16151,1,2015-09-23
16151,2,21136
16151,3,39.4686759
16151,4,-76.8291398
16152,1,2015-09-23
16152,2,75069
16152,3,33.1776613
16152,4,-96.6371806
16153,1,2015-09-23
16153,2,19805
16153,3,39.7454198
16153,4,-75.5726089
16154,1,2015-09-23
16154,2,63031
16154,3,38.801176
16154,4,-90.364256
16155,1,2015-09-24
16155,2,55102
16155,3,44.922578
16155,4,-93.1343073
16156,1,2015-09-24
16156,2,80817
16156,3,38.7037725
16156,4,-104.6941514
16157,1,2015-09-24
16157,2,33157
16157,3,25.583624
16157,4,-80.373965
16158,1,2015-09-24
16158,2,46237
16158,3,39.6658376
16158,4,-86.0826002
16159,1,2015-09-24
16159,2,77012
16159,3,29.7120343
16159,4,-95.2759588
16160,1,2015-09-25
16160,2,86332
16160,3,34.4147725
16160,4,-112.5902107
16161,1,2015-09-25
16161,2,44310
16161,3,41.099127
16161,4,-81.5116621
16162,1,2015-09-25
16162,2,60651
16162,3,41.897554
16162,4,-87.716733
16163,1,2015-09-26
16163,2,30117
16163,3,33.6671187
16163,4,-85.150431
16164,1,2015-09-26
16164,2,30117
16164,3,33.6671187
16164,4,-85.150431
16165,1,2015-09-26
16165,2,70812
16165,3,30.5068664
16165,4,-91.1245418
16166,1,2015-09-26
16166,2,88260
16166,3,32.9512042
16166,4,-103.3631035
16167,1,2015-09-27
16167,2,76259
16167,3,33.1667033
16167,4,-97.2778495
16168,1,2015-09-27
16168,2,90011
16168,3,34.0255857
16168,4,-118.2587759
16169,1,2015-09-27
16169,2,30741
16169,3,34.9613537
16169,4,-85.2665111
16170,1,2015-09-27
16170,2,67035
16170,3,37.6452649
16170,4,-98.4286332
16171,1,2015-09-28
16171,2,33168
16171,3,25.88294
16171,4,-80.2094423
16172,1,2015-09-28
16172,2,92173
16172,3,32.5619114
16172,4,-117.0655529
16173,1,2015-09-29
16173,2,78382
16173,3,28.0580181
16173,4,-97.0824705
16174,1,2015-09-29
16174,2,57701
16174,3,44.07255
16174,4,-103.2186238
16175,1,2015-09-29
16175,2,25801
16175,3,37.8100996
16175,4,-81.2146642
16176,1,2015-09-30
16176,2,55051
16176,3,45.8721885
16176,4,-93.2956975
16177,1,2015-09-30
16177,2,62232
16177,3,38.6322641
16177,4,-90.0291494
16178,1,2015-09-30
16178,2,78230
16178,3,29.5095425
16178,4,-98.5455045
16179,1,2015-10-02
16179,2,79118
16179,3,35.057285
16179,4,-101.882634
16180,1,2015-10-02
16180,2,85635
16180,3,31.5412257
16180,4,-110.2398385
16181,1,2015-10-02
16181,2,97007
16181,3,45.4926372
16181,4,-122.8623874
16182,1,2015-10-02
16182,2,92376
16182,3,34.096913
16182,4,-117.403089
16183,1,2015-10-03
16183,2,91411
16183,3,34.1866704
16183,4,-118.4661898
16184,1,2015-10-03
16184,2,44112
16184,3,41.523073
16184,4,-81.591126
16185,1,2015-10-03
16185,2,77002
16185,3,29.765171
16185,4,-95.3707894
16186,1,2015-10-04
16186,2,35661
16186,3,34.7878271
16186,4,-87.619838
16187,1,2015-10-04
16187,2,60624
16187,3,41.8672712
16187,4,-87.7130295
16188,1,2015-10-05
16188,2,76053
16188,3,32.8175949
16188,4,-97.2021751
16189,1,2015-10-05
16189,2,7001
16189,3,40.5730156
16189,4,-74.2680378
16190,1,2015-10-05
16190,2,73110
16190,3,35.4497498
16190,4,-97.4132203
16191,1,2015-10-06
16191,2,93940
16191,3,36.602632
16191,4,-121.894841
16192,1,2015-10-07
16192,2,33406
16192,3,26.6684253
16192,4,-80.1088344
16193,1,2015-10-07
16193,2,53094
16193,3,43.180751
16193,4,-88.704398
16194,1,2015-10-07
16194,2,53094
16194,3,43.180751
16194,4,-88.704398
16195,1,2015-10-09
16195,2,92536
16195,3,33.4765876
16195,4,-116.8180505
16196,1,2015-10-09
16196,2,48850
16196,3,43.4456951
16196,4,-85.2443684
16197,1,2015-10-09
16197,2,21044
16197,3,39.1988869
16197,4,-76.879491
16198,1,2015-10-09
16198,2,66607
16198,3,39.041831
16198,4,-95.665506
16199,1,2015-10-10
16199,2,92372
16199,3,34.4013703
16199,4,-117.6033266
16200,1,2015-10-10
16200,2,60532
